title,budget,revenue,runtime,vote_average,vote_count,is_franchise,log_popularity,language_category,release_year,release_month,num_genres,genre_action,genre_adventure,genre_animation,genre_comedy,genre_horror,genre_drama,genre_family,genre_fantasy,genre_science_fiction,genre_thriller,has_famous_actor,num_famous_actors,is_usa_production,has_major_studio
Ender's Game,110000000,125537191,114,6.584,6060,0,1.8002565994820012,en,2013,10,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0
The Rum Diary,45000000,24000000,120,5.881,1279,0,2.1556036526451186,en,2011,10,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Ricky Stanicky,0,0,112,6.52,718,0,2.213393158497803,en,2024,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Samaritan,100000000,0,102,6.673,2113,1,1.8262414080021114,en,2022,8,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Dragonkeeper,25600000,6206231,99,7.66,203,0,1.930956034416344,other,2024,4,5,1,1,1,0,0,0,1,1,0,0,0,0,0,0
The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,113,6.442,5759,1,1.8339245613887338,en,2010,12,3,0,1,0,0,0,0,1,1,0,0,1,1,1,0
Jurassic World Dominion,583900000,1004004592,147,6.631,6728,1,2.523012960173833,en,2022,6,3,1,1,0,0,0,0,0,0,1,0,1,1,1,1
Werewolves Within,6500000,937490,97,6.027,590,0,2.1826860702150968,en,2021,6,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Blue Jasmine,18000000,99104804,99,6.982,3548,0,1.796647503300831,en,2013,8,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Avengement,2400000,0,88,6.807,554,0,2.297532349357394,en,2019,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: Chipwrecked,75000000,342695435,87,5.699,2286,1,1.9010173801645767,en,2011,12,5,0,0,1,1,0,0,1,1,0,0,0,0,1,1
Star Wars: The Force Awakens,245000000,2068223624,136,7.255,20072,1,2.3090143807589496,en,2015,12,3,1,1,0,0,0,0,0,0,1,0,1,1,1,0
Albert Nobbs,8000000,5634828,113,6.354,494,0,1.8528859258886319,en,2011,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Taken 3,48000000,325800000,109,6.264,5978,1,2.588312756832919,en,2014,12,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Megalodon Rising,0,0,86,5.8,138,1,2.7185614307278576,en,2021,8,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Bottoms,11300000,12976079,91,6.747,758,0,1.9288657144460548,en,2023,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Battleship,209000000,303025485,131,5.88,5746,0,1.7911592891560226,en,2012,4,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Blame,0,0,100,6.578,135,0,1.8544681923057658,en,2018,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
The Nun II,38500000,269670590,110,6.7,2348,1,2.2246127406550857,en,2023,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Shadow Master,0,0,90,6.668,107,0,2.124450757540361,en,2022,11,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0
Outlaws,0,0,92,4.962,52,0,1.967447964718911,en,2018,10,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Neighbors 2: Sorority Rising,35000000,108007109,92,5.819,4512,1,1.8929010978842595,en,2016,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Mission: Impossible - Rogue Nation,150000000,682716636,131,7.217,9384,1,2.071308558449647,en,2015,7,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1
As Good as Dead,0,0,88,6.167,81,0,2.759845369529913,en,2022,12,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Letters to Juliet,30000000,82148538,105,7.0,2946,0,1.8710018567308222,en,2010,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Shrapnel,0,0,89,5.6,67,0,2.441712051200726,en,2023,7,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0
The Twisters,0,0,87,5.8,81,0,2.2102066115593884,en,2024,6,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Eva,0,0,102,4.44,117,0,2.6299084632179195,fr,2018,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Dream in Another Language,0,0,101,7.849,139,0,2.1803157589333053,es,2017,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Abominable,75000000,190304772,97,7.452,2124,0,1.8168097414278381,en,2019,9,4,0,1,1,1,0,0,1,0,0,0,0,0,1,0
Unthinkable,15000000,0,97,6.801,1351,0,2.0784785781792743,en,2010,5,2,0,0,0,0,0,1,0,0,0,1,1,1,1,0
Godzilla Minus One,15000000,113676322,124,7.592,2870,1,2.380897073052982,ja,2023,11,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0
Prisoners,46000000,122126687,153,8.1,12563,0,2.1786418722988716,en,2013,9,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0
The OctoGames,0,0,88,5.4,128,0,2.372661377377239,en,2022,10,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Hijack 1971,0,14602614,100,6.6,127,0,2.0902949300003737,ko,2024,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Ruby Gillman, Teenage Kraken",70000000,46247409,91,7.192,1069,0,1.7892062124403378,en,2023,6,4,0,0,1,1,0,0,1,1,0,0,0,0,1,0
The Survivalist,0,0,91,4.4,96,0,1.9943465091468646,en,2021,12,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0
The Blonde One,0,0,108,7.9,191,0,2.31377228238461,es,2019,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Adjustment Bureau,50200000,127900000,106,6.769,4735,0,1.9632026257567312,en,2011,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,1
The Craft: Legacy,18000000,2300000,94,6.109,870,1,2.2380252382955823,en,2020,10,3,0,0,0,0,1,1,0,1,0,0,0,0,1,1
The King,0,0,140,7.156,3417,0,2.4713231436057215,en,2019,10,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Things to Come,2100000,282382,102,6.5,330,0,1.909853567610523,fr,2016,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Empowered,3900000,4200000,87,5.895,133,0,1.7931252028558382,es,2018,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dinocroc vs. Supergator,0,0,80,4.3,70,0,1.9152594652136676,en,2010,6,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0
What if...,0,814906,111,6.892,79,0,1.8368284325956332,en,2010,8,4,0,0,0,0,0,1,1,1,0,0,0,0,1,0
Room for Rent,0,0,81,6.3,88,0,1.8858416225891939,en,2019,5,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Cry Macho,33000000,16510734,104,5.956,1079,0,2.602452620309628,en,2021,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Underworld: Awakening,70000000,160112671,88,6.328,4229,1,2.3688502476416824,en,2012,1,3,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Madame Web,80000000,100498764,117,5.318,2387,0,1.9848148782249795,en,2024,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1
The Takeover,0,0,87,5.707,193,0,2.0014124303597653,other,2022,11,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
L'Exoconférence,0,0,106,7.657,83,1,2.1107585061857863,fr,2015,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
The Diary of a Teenage Girl,2000000,1477002,102,6.6,769,0,1.9179661851174186,en,2015,8,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Ironclad,25000000,5151023,121,6.134,771,1,2.4875614560027333,en,2011,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Jurassic World: Fallen Kingdom,170000000,1310469037,129,6.538,12388,1,2.4069180809260247,en,2018,6,4,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Anna Karenina,40600000,68929150,130,6.71,2351,0,2.156437304435384,en,2012,9,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
First Reformed,3500000,3988612,113,6.981,1404,0,2.024919355817753,en,2018,5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
I'm Just F*cking with You,0,0,81,5.9,99,0,1.8011320754747198,en,2019,4,3,0,0,0,1,1,0,0,0,0,1,0,0,1,0
Panama,0,0,95,5.225,173,0,1.9077483036750604,en,2022,3,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Insidious: Chapter 2,5000000,161921515,106,6.681,4421,1,1.8717406365464841,en,2013,9,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Transfusion,0,0,105,6.061,261,0,2.0319174507013944,en,2023,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Concubine,0,16465764,122,5.9,104,0,1.973163938959526,ko,2012,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Paranormal Activity 3,5000000,207039844,83,5.902,2307,1,1.839406122695408,en,2011,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Friends: The Reunion,0,0,104,7.853,1271,0,1.9943465091468646,en,2021,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Smile 2,28000000,138128854,127,6.598,1887,1,2.3916485297348054,en,2024,10,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Elles,4000000,911466,96,5.326,187,0,1.8902162085690868,fr,2011,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Marriage Story,18000000,333686,137,7.732,7210,0,2.1103586443145574,en,2019,9,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
Kalki 2898-AD,75000000,141000000,176,6.487,149,1,1.8358242003901555,other,2024,6,4,1,0,0,0,0,1,0,1,1,0,0,0,0,0
Call Jane,0,0,121,6.467,195,0,2.381313090661149,en,2022,10,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Fistful of Vengeance,0,0,97,5.597,316,0,2.546111495398911,en,2022,2,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Avengers: Infinity War,300000000,2052415039,149,8.235,31132,1,3.1596649532358665,en,2018,4,3,1,1,0,0,0,0,0,0,1,0,1,9,1,1
Despicable Me 3,80000000,1034800131,90,6.466,7454,1,1.8566104415476714,en,2017,6,5,1,1,1,1,0,0,1,0,0,0,0,0,1,1
Diary of a Wimpy Kid,0,0,58,6.228,383,1,2.1096918523471233,en,2021,12,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Fantastic Beasts: The Secrets of Dumbledore,200000000,407200000,142,6.635,4882,1,2.113999960904118,en,2022,4,2,0,1,0,0,0,0,0,1,0,0,0,0,1,1
Victor Frankenstein,40000000,34200000,110,5.948,2202,0,1.7643026229950158,en,2015,11,3,0,0,0,0,0,1,0,0,1,1,0,0,1,1
Excision,0,0,81,6.2,580,0,2.302595092944046,en,2012,9,3,0,0,0,1,1,1,0,0,0,0,0,0,1,0
Joy,60000000,101134059,124,6.551,4205,0,1.8125256844118565,en,2015,12,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
I Know What You Did Last Summer,18000000,64763086,111,5.811,527,1,2.551115649898336,en,2025,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,1
The Intern,35000000,194564672,121,7.225,7069,0,2.080853045040103,en,2015,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Bacurau,1430000,3554178,131,7.668,1095,0,1.8038691831062323,other,2019,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Monster,0,0,125,7.925,781,0,1.9462529474360912,ja,2023,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Animal,13000000,108300000,201,6.169,157,1,2.126074619104822,hi,2023,12,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
My Cousin,10854516,2982559,107,5.476,106,0,2.038189767317454,fr,2020,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Army of the Dead,90000000,190700000,148,6.229,4247,1,2.099611748469219,en,2021,5,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0
The Turning,14000000,19428166,94,5.713,1002,0,1.8994472746449724,en,2020,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,1
Robot Chicken: Star Wars Episode III,0,0,45,7.427,157,1,1.813374179200463,en,2010,12,7,1,1,1,1,0,0,0,1,1,0,0,0,1,0
Left Behind,16000000,19682924,110,4.265,1355,1,1.8626061768540056,en,2014,10,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0
The Handmaiden,8575000,38600000,145,8.197,4087,0,2.4676757128596383,ko,2016,6,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Strangers: Prey at Night,12500000,32144262,86,5.697,1446,1,1.9199181211618594,en,2018,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Long Walk,20000000,54054069,108,6.931,757,0,3.729524633003229,en,2025,9,3,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Despicable Me 2,76000000,970766005,98,6.937,11709,1,2.186511844817635,en,2013,6,3,0,0,1,1,0,0,1,0,0,0,0,0,1,1
Tom Sawyer,8500000,2963639,109,5.853,51,1,1.8226119327108197,de,2011,11,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
I Still Believe,12000000,16069730,115,7.6,1206,0,1.9105642049933051,en,2020,3,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Holy Cow,0,6587495,92,6.972,283,0,1.967014449815291,fr,2024,12,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Weapons,38000000,265894217,129,7.339,2336,1,3.678970522403812,en,2025,8,2,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Secret of the Wings,0,0,75,7.2,1330,1,2.04060975288567,en,2012,8,4,0,1,1,0,0,0,1,1,0,0,1,1,1,0
Gunslingers,0,0,104,6.3,72,0,2.818631066989918,en,2025,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Prey,0,0,102,6.5,216,0,1.8017593038063884,fr,2011,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Stronghold,14479740,0,105,7.376,1366,0,1.826466807281788,fr,2021,8,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Memoria,0,0,136,5.979,256,0,2.0186559694115718,es,2021,9,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0
"I, Frankenstein",65000000,76801179,92,5.377,2004,0,2.3365613085489767,en,2014,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Bloodshot,42000000,39861118,110,6.696,5123,0,1.958078668544504,en,2020,3,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Wildling,0,0,92,5.424,376,0,2.3750452797233064,en,2018,4,4,0,0,0,0,1,1,0,1,0,1,0,0,1,0
You Won't Be Alone,0,125000,108,6.592,337,0,1.8408353068746477,other,2022,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Princess Switch 3: Romancing the Star,0,0,106,6.773,449,1,1.8656757563447073,en,2021,11,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Flight 7500,0,0,79,4.919,580,0,2.2212448772541986,en,2014,5,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Monsters University,200000000,743559465,104,7.044,11030,1,2.026963335034631,en,2013,6,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Spike Island,0,157036,96,6.312,77,0,2.2692144348522088,en,2012,10,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Arthur Christmas,10000000,151300000,97,6.768,1557,0,2.836589989707442,en,2011,11,4,0,0,1,1,0,1,1,0,0,0,0,0,1,1
"Men, Women & Children",16000000,1700000,116,6.455,946,0,2.096323240548352,en,2014,10,2,0,0,0,1,0,1,0,0,0,0,1,1,1,1
Skyfall,200000000,1108594176,143,7.256,15729,1,1.9981501380432305,en,2012,10,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1
Love You Like Christmas,0,0,84,6.3,57,0,1.79319177631968,en,2016,12,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Final Destination Bloodlines,50000000,315630814,110,7.095,2368,1,3.3748089152575496,en,2025,5,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1
A Somewhat Gentle Man,0,1853321,103,6.517,118,0,2.239485536050729,other,2010,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Family,30000000,36894225,111,6.366,3020,0,1.9596862499043344,en,2013,9,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Sex Tape,40000000,126069509,94,5.411,4149,0,1.8027158944585657,en,2014,7,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
"The Gangster, the Cop, the Devil",6500000,25775371,110,7.8,1362,0,2.1604568531440047,ko,2019,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Doll,0,0,106,5.152,56,1,1.8617673809428852,other,2016,10,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
A.C.A.B. - All Cops Are Bastards,5000000,3300000,105,7.0,842,0,2.009622436098339,it,2012,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
American Assassin,33000000,67200000,112,6.411,3149,0,2.0804160666760634,en,2017,7,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0
The Intruder,8000000,40600000,102,6.067,601,0,2.1497485493115174,en,2019,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Prisoner of War,2000000,0,113,7.235,117,0,3.497507061799564,en,2025,9,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Catfish,30000,3045943,87,6.814,540,0,1.9317822471478825,en,2010,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Crooked House,0,2049844,115,6.377,959,0,2.424634569987992,en,2017,9,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Page Eight,0,0,99,6.559,316,1,2.2816269984025683,en,2011,8,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Tangled: Before Ever After,0,0,55,6.8,379,1,2.003005862516936,en,2017,3,6,0,1,1,1,0,0,1,1,0,0,1,1,1,0
Veronica Mars,6000000,3500000,107,6.6,1112,0,1.8545308048126343,en,2014,3,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Angel Has Fallen,40000000,146661977,122,6.597,3722,1,1.8100740618449982,en,2019,8,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
We Can Be Heroes,0,0,97,5.984,791,1,2.101948841383143,en,2020,12,4,1,0,0,1,0,0,1,1,0,0,0,0,1,0
The Addams Family,40000000,204394183,87,6.605,2428,1,1.7886880907035687,en,2019,10,4,0,0,1,1,0,0,1,1,0,0,0,0,1,0
Night School,29000000,33157615,111,6.1,1727,0,1.895503679367584,en,2018,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Arcadian,0,1134275,92,6.048,769,0,2.2754708005024735,en,2024,4,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Gold,6500000,176048,97,6.188,627,0,1.8156712892743678,en,2022,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0
In Order of Disappearance,4161012,0,115,6.894,649,0,2.050476063386821,other,2014,2,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Pink,75000000,15020702,136,7.396,231,0,1.8351222332580617,hi,2016,9,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Deadlock,0,0,96,5.3,83,0,2.145252690183571,en,2021,12,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0
Dark Horse,0,166228,86,5.7,116,0,2.0578220148208266,en,2012,6,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
MadS,0,49816,89,6.725,173,0,2.0587029765304354,fr,2024,10,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Posthumous,0,18091,94,5.875,56,0,2.0651524369453917,en,2014,10,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
The Hateful Eight,44000000,155760117,188,7.756,14809,0,2.0646324260261277,en,2015,12,3,0,0,0,0,0,1,0,0,0,0,1,1,1,0
Late Night with the Devil,2000000,15469415,93,7.111,1864,0,1.8715406042329052,en,2024,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Terrifier,35000,421798,84,6.326,2823,1,2.1167854948202574,en,2018,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Zone of the Dead,1000000,0,101,4.22,59,0,2.1912512167318416,en,2011,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Trick,0,0,101,5.8,154,0,2.5041617415930624,en,2019,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Hemingway & Gellhorn,19500000,0,155,6.1,187,0,2.3732485682451183,en,2012,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
L'immensità,0,0,98,6.335,218,0,2.197480100243016,it,2022,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dark Tide,25000000,432274,113,4.77,230,0,2.29985135974799,en,2012,3,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Sing 2,85000000,408402685,110,7.838,4650,1,2.482595648146257,en,2021,12,4,0,0,1,1,0,0,1,0,0,0,1,1,1,0
X,1000000,15113105,106,6.733,3723,1,2.6053380273409985,en,2022,3,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
The Oranges,7000000,1941667,90,5.506,502,0,2.8649684761736287,en,2011,9,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Deadstream,0,1031519,88,6.266,329,0,2.019226992022319,en,2022,10,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Weathering with You,0,186965409,112,8.0,2495,0,1.9662168509652076,ja,2019,7,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Trolls World Tour,90000000,49276818,91,7.256,2219,1,2.11579757864049,en,2020,3,6,0,1,1,1,0,0,1,1,0,0,0,0,1,0
One Battle After Another,130000000,200300000,162,7.642,1317,0,5.933476524531967,en,2025,9,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1
Love Hurts,18000000,17669058,83,5.766,298,0,2.377757498437596,en,2025,2,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Tune in for Love,0,8631781,122,7.777,307,0,1.8942558872712312,ko,2019,8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mega Piranha,3000000,0,92,3.196,158,0,2.557963474441613,en,2010,4,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0
The Smurfs 2,105000000,347434178,104,5.754,2314,1,2.0879304090757422,en,2013,7,4,0,0,1,1,0,0,1,1,0,0,0,0,1,1
Revenge,2900000,938055,109,6.508,1996,0,2.206448571863751,fr,2018,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Hardcore Henry,2000000,16810562,97,6.392,2548,0,2.6441159418061186,en,2015,9,3,1,1,0,0,0,0,0,0,1,0,0,0,1,0
Doctor Strange in the Multiverse of Madness,290000000,955775804,126,7.24,9872,1,2.5278543833232714,en,2022,5,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1
The Hobbit: An Unexpected Journey,250000000,1021103568,169,7.364,19107,1,2.6365112339198946,en,2012,12,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1
Conviction,12500000,11826980,107,7.066,633,0,2.304133892983896,en,2010,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Superheroes,0,882,122,7.184,217,0,1.871509826479063,it,2021,12,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Idea of You,0,36178,116,7.332,1806,0,2.6659843777919936,en,2024,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Rambo: Last Blood,50000000,91500000,89,6.533,4075,1,1.9654326250679686,en,2019,9,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0
Thor: Love and Thunder,250000000,760900000,119,6.392,8201,1,2.4493830937189536,en,2022,7,3,1,0,0,1,0,0,0,1,0,0,1,2,1,1
The Spectacular Now,2500000,6854611,95,6.673,2954,0,1.8562823652435545,en,2013,8,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Godless: The Eastfield Exorcism,0,0,92,6.417,90,0,1.806763017645155,en,2023,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Princess,0,0,94,6.8,820,0,2.027529634938481,en,2022,6,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0
The Dirty Picture,2600000,17000000,144,6.202,84,0,2.0657101967935376,hi,2011,12,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Independence Day: Resurgence,165000000,389681935,120,5.35,6278,1,2.011296524948153,en,2016,6,3,1,1,0,0,0,0,0,0,1,0,0,0,1,1
The Secret World of Arrietty,23000000,149660003,94,7.66,3022,0,2.0245100581536177,ja,2010,7,3,0,0,1,0,0,0,1,1,0,0,0,0,1,0
Isi & Ossi,0,0,113,6.92,942,0,2.6612730095432813,de,2020,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kill Bill: The Whole Bloody Affair,55000000,0,247,8.0,1089,0,2.494601172347459,en,2011,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0
All of You,0,0,98,6.2,93,0,1.9241026562157681,en,2025,9,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
X-Men: Apocalypse,178000000,543934787,144,6.517,13440,1,2.1088911146551106,en,2016,5,4,1,1,0,0,0,0,0,1,1,0,0,0,1,1
War Machine,60000000,0,122,5.612,1188,0,1.932622254728378,en,2017,5,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Holiday Rush,0,0,94,5.6,218,0,2.5799061752836656,en,2019,11,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0
Lucy Shimmers and the Prince of Peace,0,0,87,8.366,328,0,2.2209519545891117,en,2020,10,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0
Brave Citizen,0,2116112,112,7.39,91,0,2.128648285734484,ko,2023,10,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Let's Be Cops,17000000,136600000,104,6.461,2893,0,1.8013797126050455,en,2014,8,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
Aquaman,160000000,1152028393,143,6.872,14562,1,4.508922466831062,en,2018,12,3,1,1,0,0,0,0,0,1,0,0,1,1,1,1
Exeter,0,489792,91,4.7,197,0,2.0078649781905473,en,2015,1,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
You Instead,0,6255,80,6.4,88,0,2.2953791927437166,en,2011,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mirror Mirror,85000000,183018522,106,5.922,3232,0,1.5538829183117806,en,2012,3,4,0,1,0,1,0,0,1,1,0,0,0,0,1,0
Never Let Go,20000000,21768945,101,6.115,519,0,2.181727335220586,en,2024,9,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
The Monuments Men,70000000,154984035,118,6.066,3705,0,1.856875948315749,en,2014,1,4,1,0,0,0,0,1,0,0,0,0,0,0,1,1
Oblivion,120000000,286168572,124,6.662,11155,0,1.8741839536028237,en,2013,4,4,1,1,0,0,0,0,0,0,1,0,1,1,1,1
Satanic,0,349183,84,4.321,410,0,2.5388028037955275,en,2016,7,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Baggio: The Divine Ponytail,0,0,91,6.401,425,0,1.9999788740838569,it,2021,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Good Boy,70000,8770110,73,6.845,278,0,2.7807304879314043,en,2025,10,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0
Blood Fest,0,0,93,5.34,257,0,2.180666015697689,en,2018,8,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Palm Springs,5000000,1818417,90,7.333,3450,0,2.0009257926114055,en,2020,7,3,0,0,0,1,0,0,0,0,1,0,1,1,1,0
Juror #2,30000000,21418477,114,6.871,2193,0,2.1088061503097397,en,2024,10,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1
